Time,Tweet,Sentiment
2025-07-10 12:40:05+00:00,"2025 feels like 1984. Media blackouts. Firewalls. Censored truth. All in the name of â€œnational interest.â€ But whose interest? The nationâ€™s, or the generalsâ€™? The dream of a free Pakistan is fading under a flood of fear and fake patriotism.
@Taimur_Laal https://t.co/Dm50OZlUOS",Negative
2025-07-10 12:40:03+00:00,"@ur_spicy_friend @menon_in_x Not really, the world sill support Pakistan no metter what",Negative
2025-07-10 12:39:59+00:00,"@Jemima_Khan @ImranKhanPTI Indeed it is. Pakistan army COS Asim Munir is a delusional corrupt piece of sh!t who can kill anyone and cross all limits to save his dirty arse which cannot be saved.
People of Pakistan must decide whether they want dignity, freedom and authority to make decisions for themselve",Negative
2025-07-10 12:39:57+00:00,"Operation BAAM isnâ€™t resistance â€” itâ€™s Delhiâ€™s terror project to destabilize Pakistan and target its institutions. BLF is pushing a foreign agenda, not freedom. #BLF_StopKillingBaloch #NoToTerrorism https://t.co/lGNDnUMGR8",Negative
2025-07-10 12:39:56+00:00,"Meanwhile what this horce faced has done 2 pakistan
Told all his blind supporters to go out and set the entire country on fire. Incited hatred against army. Couraged his blind suppoter to destroy statue of martyred soldiers same soldiers who gave their lives for this nation. https://t.co/tV1vAzrJqD https://t.co/OsY5EnstYO",Negative
2025-07-10 12:39:54+00:00,"@babumoshoy Uganda actually has good roads. I have been there. Infact the only roads of the ""standard"" that we have may only be available in Pakistan and Bangladesh",Positive
2025-07-10 12:39:49+00:00,"@YarMKNiazi Stand with Imran Khan  for last breathing of my life inshallah ğŸ Great leader last hope for Pakistan 
#FreeImranKhan",Positive
2025-07-10 12:39:48+00:00,"Swatâ€™s hydropower is Pakistanâ€™s pride and planetâ€™s friend.
#PakistanHydroProjectSwat #HydroPride #PlanetFriendly https://t.co/ITkCY3KE09",Neutral
2025-07-10 12:39:47+00:00,"ğŸ‡µğŸ‡°ğŸš— On July 9, the Consulate General of #Pakistan in Chengdu received the Deepal S09, a smart #NEV made in Chongqing #LiangjiangNewArea, as its official vehicle. ğŸŒ±ğŸŒ #TheEVCity #ChinaPakistan @ForeignOfficePk https://t.co/rEwAMzf7h4",Positive
2025-07-10 12:39:40+00:00,@2beadsattheend And polio in Pakistan leading to the resurgence of Wild Polio in the country and effectively destroying public trust of door to door vaccination campaigns and increased attacks on health workers.,Negative
2025-07-10 12:39:39+00:00,"NUST Rocket Team cleared all inspections at Mach-25 UK with RAHBAR, Pakistanâ€™s 1st student rocket with a CanSat system.

Awarded â€œMost Dedicated Teamâ€ despite rain cancelling launch.

#NUST #SpaceTech #Mach25 #TechJuice #StudentEngineers #STEM https://t.co/OEY8yEhwe0",Positive
2025-07-10 12:39:36+00:00,"ğŸ‡µğŸ‡° Pakistan to face Malaysia in U18 Asia Cup semi-final on Friday in Dazhou

Green Shirts beat hosts China 2â€“1 to end pool stage unbeaten

Hassan Shehbaz and Ali Hanzala scored in hard-fought win

11-nation tournament features top Asian teams competing in China https://t.co/AjRLN1rUO7",Positive
2025-07-10 12:39:34+00:00,"@khanumarfa  how about moving to Pakistan or Palestine or Bangladesh. All 3 are muslim nations, I am sure u will be well taken care of there.
 Only after u visit these nations will you ever respect India. https://t.co/AjpQV890D2",Positive
2025-07-10 12:39:30+00:00,"@Jemima_Khan @ImranKhanPTI Yes, it's true.
Pakistan government violating Imran Khan's Basic Human Rights since last two years.
It's disgusting.ğŸ¤§ğŸ‡µğŸ‡°
#ReleaseImranKhan https://t.co/yiad5kDKjH",Positive
2025-07-10 12:39:30+00:00,"Swatâ€™s hydropower is Pakistanâ€™s pride and planetâ€™s friend.
#PakistanHydroProjectSwat #HydroPride #PlanetFriendly https://t.co/86V7wWx0KY",Neutral
2025-07-10 12:39:29+00:00,"Product wise Sales Numbers

#PSX #PAMA #INDU #SAZEW #MTL #Equities #KSE100 #Pakistan #AHL https://t.co/QkUDxfOLcj",Positive
2025-07-10 12:39:29+00:00,@TPrincato All called Syria. The British mandate for Palestine was the whole of Jordan too but they gave 78% to a Saudi prince with no ties to the land who made himself king of the new country Jordan. Pakistan. Created in 1947 as an Islamic ethnostate from Indian land killing 2 million,Positive
2025-07-10 12:39:28+00:00,"@ranjha001 Yah! What will u trade with Srilanka and Bangladesh - Football ?

Only thing Pakistan can trade is terrorism and if one terror attack on India happens then remember operation Sindoor is paused not ended.",Neutral
2025-07-10 12:39:28+00:00,"Pakistan welcomes independent multilateral reviews to validate its strong steps against terror financing. Transparency, not rhetoric, is the way forward.",Positive
2025-07-10 12:39:27+00:00,"@Jemima_Khan @ImranKhanPTI There isn't any democracy in pakistan, we were fooled by Generals and pakitan studies, thanks to imran khan and social media now we are fully aware of the blunders duffers made in our entire history, duffers and their puppets are killing innocent people but WE STAND WITH KHAN.",Positive
2025-07-10 12:39:27+00:00,"Tow8 in a Me2ro.....ğŸ˜ğŸ˜œ
.
.
.
.
.
.
.
#twitterpost #fyp #foryou #foryoupage #Pakistan #Lahore @XCreators @TwitterMoments https://t.co/gqn5cEXxrW",Neutral
2025-07-10 12:39:25+00:00,"@Kasim_Khan_1999 @ImranKhanPTI This is injustice with the Leader of Nation.
Imran Khan is Pakistan.",Neutral
2025-07-10 12:39:24+00:00,"#LionAttackVideoWarning - owners of a pet lion in Pakistan are arrested after it escaped from its home &amp; attacked 3 people. Lions are legal to keep as pets in Pakistan, but owners need a license and a lion habitat outside of Lanore https://t.co/MhrPUY9UM7 https://t.co/4dZaQeJZGd",Positive
2025-07-10 12:39:17+00:00,@Ltcolonelvikas What we are doing is more important. Preemptive or reactive. Pakistan is testing testing. China has giving them coordinates of troop movements,Positive
2025-07-10 12:39:15+00:00,"Haha errizook

Unlike our women who elope with bullas and kill our men, they defend their men like anything including raping hindu women in Pakistan 

Their women are cult and sticked to their religion and support their abusive husbands in case of religious conflict https://t.co/Bprm7iyMgo",Positive
2025-07-10 12:39:11+00:00,@AskPerplexity @AskPerplexity  Remove the watermark and reconstruct this stupa  and the overall city into a lively  hyper-realistic 4K animated ancient city amidst North Pakistan greenery. https://t.co/EPyKzsfELX,Positive
2025-07-10 12:39:07+00:00,"If #Belgium returned Patrice Lumumbaâ€™s tooth to #Congo, #Pakistan must be made to return every stolen ounce of #Baloch gold. The silence of the world is not neutrality, it's complicity in a masked genocide. 1/2

@archenbaloch @Mirbaloch_N 
@MIqbal_BRP https://t.co/9t5UCcS7eY",Neutral
2025-07-10 12:39:00+00:00,"The J-10C has now definitively become the most talked-about fighter jet of 2025 in military/defense circles, after Pakistan used it to shoot down several Indian fighter jets including Rafales.
#PakistanFirst #PakistanIndianWar https://t.co/vtSCW8d4VN",Positive
2025-07-10 12:38:59+00:00,"Now the state is firing shells and bullets on those who want to know why is Maulana Khanzeb killed. And no one can dare give coverage to this story. Pakistan wake up. This is not Israel killing Gaza, this is Pakistan killing Bajaurh.",Negative
2025-07-10 12:38:52+00:00,"The saddest thing about this post is the sheer amount of people who didn't know Obama and CIA did this in Pakistan. I guess you guys also didn't know of Pakistani physician, Shakil Afridi, who helped the CIA organized the fake vaccine program and got 33 years sentence for it. https://t.co/hKT5HwMKEr https://t.co/9daoOQ4hBx",Negative
2025-07-10 12:38:52+00:00,"@azaad_urdu Once again, Pakistanâ€™s defense credibility stands tall against false Indian narratives.",Negative
2025-07-10 12:38:45+00:00,"Javeriya Fatima, Senior #Patent Attorney, #AliAssociates and #FICPI Member sheds light on importance of complying with Section 26 of #Pakistan Patents Ordinance, 2000

Read the full blog published on the #FICPI website: https://t.co/XnLd9B2OwR
#IntellectualProperty #ForeignFiling https://t.co/BAKRumHUoi",Positive
2025-07-10 12:38:42+00:00,@Panjxb007 Pakistan has no track record of engaging India in any meaningful way. India has a track record of reducing Pakistan's population by &gt;50%.,Positive
2025-07-10 12:38:40+00:00,"God bless the nation of Pakistan!!! 

""Ø§ØªØ­Ø§Ø¯ØŒ ÛŒÙ‚ÛŒÙ†ØŒ Ù†Ø¸Ù… Ùˆ Ø¶Ø¨Ø·""
""Unity, Faith, Discipline â€“ this is the path to Pakistan's greatness.""
â€” Muhammad Ali Jinnah, Address to the Constituent Assembly of Pakistan (August 11, 1947) https://t.co/vVVtgYRTka https://t.co/xDazdFLsJx",Neutral
2025-07-10 12:38:39+00:00,"Operation BAAM isnâ€™t resistance â€” itâ€™s Delhiâ€™s terror project to destabilize Pakistan and target its institutions. BLF is pushing a foreign agenda, not freedom. #BLF_StopKillingBaloch #NoToTerrorism https://t.co/o3y6OknLyC",Negative
2025-07-10 12:38:34+00:00,"@James428442 @LucyGoBag Thereâ€™s no evidence that the Telegraph published a headline like the one being discussed here. 

Recent fact-checks have shown that viral images claiming to show such Telegraph front pagesâ€”like the one praising the Pakistan Air Forceâ€”are actually AI-generated fakes and not real",Negative
2025-07-10 12:38:33+00:00,"The 271st Corps Commandersâ€™ Conference (CCC) ""strongly asserted that it is imperative to take decisive and holistic actions at all levels against the Indian-backed and sponsored proxies"".

https://t.co/ALe2TF2vQY",Positive
2025-07-10 12:38:31+00:00,"Perjury transformed the army from shield into dagger. Their betrayal poses an existential peril, actively undermining Pakistan's cohesion and sacred territorial integrity.

#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW",Negative
2025-07-10 12:38:29+00:00,There are direct flights to Pakistan-Syria from USA.. https://t.co/bJtDviPVvY,Positive
2025-07-10 12:38:28+00:00,"â€œAny officeholder in Pakistan Tehreek-e-Insaf who cannot shoulder the weight of this movement should step aside immediately.â€
â€“ Imran Khan
@TeamiPians",Neutral
2025-07-10 12:38:20+00:00,@Jemima_Khan @ImranKhanPTI Brand of Pakistan #imrankhan https://t.co/QwKEZPsDqf,Neutral
2025-07-10 12:38:18+00:00,@sambad_odisha Much less price than pakistan for Indian culture effect.Minimum one fifty  of Pakistan price.,Negative
2025-07-10 12:38:16+00:00,@Am_Mj4ever @harukaawake @CatShoshanna Pakistan is 60-70% inbred and no people on the planet have as much inbreeding as Muslims. Thereâ€™s a reason they are so violent and angry itâ€™s a symptom of having an iq under 75,Negative
2025-07-10 12:38:13+00:00,@sindhinfodepart @BBhuttoZardari is a strong voice of Pakistan.,Positive
2025-07-10 12:38:13+00:00,"We were honored to host Mr. Raghib Iqbal Qureshi, Cluster Deputy Director Sales at Luxus Hotels &amp; Resorts. Great talk on travel trends, tech, and our Bed&amp;Beds platform, appreciate for bridging hotels &amp; agents in Pakistanâ€™s travel trade.
#PurpleTechnologies #BedAndBeds #HotelTech https://t.co/c4Leg9Zkdm",Positive
2025-07-10 12:38:12+00:00,"Pakistanâ€™s youth were seen as an asset for 5th-generation warfare â€” a force the Establishment hoped to guide. But Imran Khan turned that equation around. He connected directly with them, and now PMLN and PPP struggle to win their support. That door is closed for them. 3/7",Positive
2025-07-10 12:38:09+00:00,@potus You are supporting the Generals in Pakistan so much for your Election promises of destroying the Deep State. You are being played by your Deep State ğŸ˜ https://t.co/xGUclNGffZ,Positive
2025-07-10 12:38:08+00:00,@RadioGenoa doggy are not safe in Pakistan https://t.co/NmsWWoBNYk,Negative
2025-07-10 12:38:05+00:00,@kashmiriboxer @PakeezaSifat TLP can't survive here people are not extremist and more literate then any other province of Pakistan,Positive
2025-07-10 12:38:04+00:00,@schizoporean @AtalNeda Yeah... people who choose to be loyal to Ukraine... while India-Pakistan borders were specifically made to keep muslims outside of India...,Positive
2025-07-10 12:38:02+00:00,@smartkiller021 @shayan_speaks Yet never won a single war against India? Whole Pakistan nation is in delulu,Positive
2025-07-10 12:38:00+00:00,"Imran Khanâ€™s release will shape Pakistanâ€™s destiny!
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIkTeam https://t.co/tUYosXWuwx",Neutral
2025-07-10 12:38:00+00:00,"Thank You got Maintaining your stance @Jemima_Khan some stupid anchor @javeednusrat was spitting baseless allegations yesterday that you were complaining that @Aleema_KhanPK was trying to get kids to Pakistan

I hope this will shut those goons up who were trying to spark a fued https://t.co/Ko5QYjpZ6z",Negative
2025-07-10 12:37:59+00:00,@NavCom24 That means they will crush pakistan ğŸ˜‚ğŸ˜‚,Neutral
2025-07-10 12:37:58+00:00,"A greener Pakistan begins where the water flowsâ€”Swat.
#PakistanHydroProjectSwat #NaturePower #GreenPath https://t.co/13zjkXWZyt",Neutral
2025-07-10 12:37:56+00:00,"https://t.co/gtrVIiyuP2

La NiÃ±a Brings Monsoon Downpours in Pakistan | Glaciers Melt While Deserts Bloom 
#ClimateCrisis #Pakistan #Flood",Neutral
2025-07-10 12:37:55+00:00,"ğŸš¨ COAS Field Marshal Asim Munir:
""India's proxies won't save it from defeat. Any attempt to destabilize Pakistan will face a swift, full-spectrum response â€” decisive and unforgiving."" https://t.co/5saDNyv1Cb",Neutral
2025-07-10 12:37:53+00:00,"@IndianSinghh But Pakistan was fooled by decoy right?
I am surprised if Indians are flying decoy now.",Positive
2025-07-10 12:37:48+00:00,"@NBCNews Democrats send U.S aid money to Guatemala for sex change surgeries,transgender opera in Colombia, Sesame Street shows in Iraq, transgender comic books in Peru, gender studies in Pakistan..",Positive
2025-07-10 12:37:46+00:00,"Imran Khanâ€™s release will be a monumental victory for Pakistan!
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIkTeam https://t.co/BdjAdeFrFP",Neutral
2025-07-10 12:37:42+00:00,@sindhinfodepart @BBhuttoZardari â€“ the strong and fearless voice of Pakistan.,Positive
2025-07-10 12:37:40+00:00,@PeterSweden7 Pakistan and bangladesh,Neutral
2025-07-10 12:37:39+00:00,@RTEUrdu Don't worry this is just a little show to make people fools which are quite successfully done by the time of Pakistan liberation ğŸ˜‚. Aah Muslim world https://t.co/fst1t8x6cS,Positive
2025-07-10 12:37:38+00:00,"Former Prime minister of Pakistan Imran Ahmed khan niazi is also mentioned in the Epstein files, he was friends with Maxwell been to Epstein island according to his former team mate,
And he was married to jemima goldsmith https://t.co/d5yEDB1Lhl https://t.co/aHEESP64lE",Positive
2025-07-10 12:37:38+00:00,"2) If the rumors are true and President @AAliZardari is going to be resigned and the sons of @ImranKhanPTI are coming to Pakistan to join politics. In this case,  a political turmoil might be increased in Pakistan.",Positive
2025-07-10 12:37:37+00:00,@efg35663548 @Steve_Laws_ @richimedhurst Thereâ€™s no crisis in Pakistan or India. Why are those cunts here? The original â€œcrisisâ€ that started this mess was the Syrian war in 2015. What percentage of these people are Syrian?,Positive
2025-07-10 12:37:35+00:00,"Imran Khanâ€™s release is the guarantee of Pakistanâ€™s progress!
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIkTeam https://t.co/aesE8oyxnY",Neutral
2025-07-10 12:37:31+00:00,"Khawaja Asif warned. UN reported. Pakistan shouted.
Now Gen. Sami Sadat admits: India is funding Taliban. Taliban arms TTP.
The terror triangle is real.
#IndiaTalibanNexus #RAWExposed
#à¸ªà¸µà¸à¸²à¸à¸­à¸¥à¹Œà¸Ÿ https://t.co/AM3LNy20qC",Positive
2025-07-10 12:37:27+00:00,"@RoKhanna I searched and did not find any of your tweet on how Indian government banned X accounts and YouTube channels of individuals from Pakistan.
#à¸ªà¸µà¸à¸²à¸à¸­à¸¥à¹Œà¸Ÿ #Ø¨Ø§Ø¬ÙˆÚ‘  #actress",Neutral
2025-07-10 12:37:27+00:00,"Imran Khanâ€™s release is Pakistanâ€™s victory for sovereignty!
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIkTeam https://t.co/2sDANfzXRN",Neutral
2025-07-10 12:37:24+00:00,"Imran Khanâ€™s release will lay the foundation for a new Pakistan!
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIKTeam https://t.co/PEyorZvwi0",Positive
2025-07-10 12:37:24+00:00,@RxCommerceMogul IKâ€™s sons have been raised in a Jewish household. Have a heart! No need to defend any local dynasty but how can we turn a blind eye towards Zionists launching their progeny to rule Pakistan,Negative
2025-07-10 12:37:22+00:00,"@niazbeen93 There are 50 million Pashtuns in Pakistan â€” yet less than 1% dare to raise their voice against the oppressive system that has killed, abducted, and silenced our people.

How long will you stay quiet while your sons disappear, your elders are humiliated, and your land is treated",Negative
2025-07-10 12:37:22+00:00,"â€œIndia couldnâ€™t defeat Pakistan in war â€” so it chose sabotage.â€
Gen. Sami Sadat admits Indian funding for Taliban ends up arming anti-Pakistan terror groups.
Delhiâ€™s consulates were terror hubs.
#RAWRevealed #StopIndianTerrorism
#à¸ªà¸µà¸à¸²à¸à¸­à¸¥à¹Œà¸Ÿ https://t.co/ffbLDSAD9B",Neutral
2025-07-10 12:37:21+00:00,@BeautyOfPaki Beautiful like always mashallah ğŸ˜....only place in Pakistan which looks more beautiful after rain.....yeh baat PPP Naam ka azab bhugatny waly Karachi waly hi sahi appreciate kr sakty Hain,Positive
2025-07-10 12:37:21+00:00,"@khanumarfa Should have landed in Palestine or Pakistan ...
Would have loved India then ğŸ™Š
Btw was this funded by the 'Abbu ' scam ?",Positive
2025-07-10 12:37:20+00:00,@BBCWorld Pakistan army is involved in all these scams when they think they donâ€™t need it any more they will get you arrested..,Positive
2025-07-10 12:37:17+00:00,"ğŸ“From Kandahar to Balochistan â€” the route is clear:
RAW money â†’ Taliban channels â†’ TTP &amp; BLA terror.
Former Afghan General Sami Sadat just validated Pakistanâ€™s intelligence.
#IndiaBehindTerror #ProxyWarExposed
#à¸ªà¸µà¸à¸²à¸à¸­à¸¥à¹Œà¸Ÿ https://t.co/TgsALOTY6X",Negative
2025-07-10 12:37:17+00:00,"The kind of hate Pakistani feminists direct toward Muslim men is deeply toxic. They fabricate exaggerated or entirely false scenarios just to fuel resentment against Muslim men. Two years ago, they claimed that people in Pakistan lock their graves to prevent Muslim men from",Negative
2025-07-10 12:37:14+00:00,"Imran Khanâ€™s release is the dawn of a new era for Pakistan!
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIkTeam https://t.co/jwMwEnbEs5",Positive
2025-07-10 12:37:13+00:00,"â€œCharacterising Pakistan and Russia as natural allies, [Overchuck] stressed that President Putin considered Pakistan as an important partner in the growth and development of the economy and energy in the region,â€ the FO said.

https://t.co/QDsB6xobnI",Positive
2025-07-10 12:37:12+00:00,"CEO of Lahore Qalandars Atif Rana visited the Special SSU Headquarters along with the Pakistan Super League (PSL) winning trophy, where he was warmly welcomed by Senior Officers of SSU.

#SSU #Commandos #PSL #LahoreQalandar #Security #Karachi #Police #SindhPolice #Pakistan https://t.co/cTIFbWnc4n",Positive
2025-07-10 12:37:11+00:00,@swati_gs In pakistan sindhis are being converted and in India they happily converting,Positive
2025-07-10 12:37:11+00:00,"General from Kabul confirms what Islamabad warned for years!
RAW funnels cash to Taliban, which then arms TTP &amp; BLA.
Pakistanâ€™s claims were dismissed as â€œconspiracy.â€ Now the conspirator confessed.
#RAWFiles #IndianTerrorNetwork
#à¸ªà¸µà¸à¸²à¸à¸­à¸¥à¹Œà¸Ÿ https://t.co/PceIj9BX7a",Negative
2025-07-10 12:37:09+00:00,"@RoKhanna I searched and did not find any of your tweet on how Indian government banned X accounts and YouTube channels of individuals from Pakistan.I hope your friends in UN tech community will stand up.
#Ø®ÙˆØ§Ø±Ø¬_Ø³ÛÙˆÙ„ØªÚ©Ø§Ø±_Ù…Ø³ØªØ±Ø¯  #à¸ªà¸µà¸à¸²à¸à¸­à¸¥à¹Œà¸Ÿ #waqarzaka",Neutral
2025-07-10 12:37:08+00:00,@Arshadyousafzay Sir the mainstream media of Pakistan is not covering such news unfortunately. Humaira Aasghar case has more attraction for them,Neutral
2025-07-10 12:37:05+00:00,"""It is shocking the the G20 members who enjoyed India's hospitality in the 2023 Summit in New Delhi, voted to grant Pakistan loans totalling US$ 43.3 billion in the International Monetary Fund, World Bank &amp; Asian Development Bank in May 2025 just days after the Pahalgam terrorist https://t.co/eZcjwHp60Y",Negative
2025-07-10 12:37:04+00:00,"@warintel4u Deterrence Through Nuclear Status: The spokesman stresses that, unlike Iran or Lebanon, Pakistanâ€™s nuclear capability makes any attack far more dangerous and consequential.",Neutral
2025-07-10 12:37:02+00:00,"Indiaâ€™s attempt to divert global attention from its own HR abuses in Kashmir by pointing fingers at Pakistan is not new. Itâ€™s time for facts, not propaganda. #planecrash #GalaxyWatch8 #à¸ªà¸µà¸à¸²à¸à¸­à¸¥à¹Œà¸Ÿ #INDvsENG #DesafioDelSigloXXI #JUMP #VoleiNoSportTV #RealMadrid #ypotheseis https://t.co/a9oZvfEA7p",Positive
2025-07-10 12:36:59+00:00,"The dangerously rapid population growth in Pakistan has increased pressure on education, healthcare, and the economy. To address this, the government has declared birth rate control a national priority.

On World Population Day, the Ministry of Health held a conference where https://t.co/zSHzw5sdsy",Negative
2025-07-10 12:36:58+00:00,"@essel1 Thanks ğŸ‘ , Pakistani Hindus are well mannered and disciplinary community in Pakistan",Positive
2025-07-10 12:36:56+00:00,"@Jemima_Khan @ImranKhanPTI Nation stands with Imran Khan
Pakistan UnderFascism",Neutral
2025-07-10 12:36:51+00:00,"When terrorists spray bullets on cars, killing Baloch youthâ€”where is the justice? BLF is the real threat. Pakistan Army stands between Baloch and genocide. #BLF_StopKillingBaloch #BalochistanRahegaPakistan ğŸ‡µğŸ‡° https://t.co/zzRxb9ZEKX",Positive
2025-07-10 12:36:49+00:00,@clashreport Hahaha Pakistan is only our servantğŸ˜‚,Positive
2025-07-10 12:36:49+00:00,"Imran Khanâ€™s release is the beginning of changing Pakistanâ€™s destiny
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIkTeam https://t.co/7tnRLCsupk",Neutral
2025-07-10 12:36:49+00:00,"Every heart in Pakistan demands Imran Khanâ€™s release!
#Ø®ÙˆÙ_Ú©ÛŒØ³Ø§_Ù†Ú©Ù„Ùˆ_Ø®Ø§Ù†_Ú©ÛŒÙ„Ø¦Û’
@TOP__FLW
-------------------------
#Ø®Ø§Ù†_Ú©ÛŒ_Ù„Ù„Ú©Ø§Ø±_Ù‚ÙˆÙ…_Ø¨Ú¾ÛŒ_ØªÛŒØ§Ø±
@VoiceOfIkTeam https://t.co/y0ktPSRau6",Neutral
2025-07-10 12:36:46+00:00,"PAF held meetings with China, Turkey, Bangladesh and South Africa in past week .. Major recognition of Pakistan military machine and deepening ties with friendly countries!",Positive
2025-07-10 12:36:46+00:00,@liorp23 pakistan is going to wipe you all off the mapâ€¦ your not a real countryâ€¦ i am ready for the knocksâ€¦ anydayâ€¦ will have the free Palestine people keep you all in checkâ€¦ lolâ€¦ cant wait for this,Positive
2025-07-10 12:36:45+00:00,My Beautiful Pakistan https://t.co/eWY5KPTHnw,Positive
2025-07-10 12:36:44+00:00,@mygovindia @narendramodi Pakistan and China are too scared after seeing this long list of awards. Both countries have withdrawn their armies 100 kilometres from the Indian border.,Negative
